Año Comercial;Region del domicilio o casa matriz;Provincia del domicilio o casa matriz;Comuna del domicilio o casa matriz;Actividad economica;Glosa actividad economica;Número de empresas;Ventas anuales en UF;Trabajadores dependientes informados ponderados;Renta neta informada;Trabajadores a honorarios ponderados por meses trabajados;Honorarios pagados informados;COD_ACT;ACT;CUT_comuna;ACT Prioritaria;
2012;Región de Antofagasta;Antofagasta;Sierra Gorda;559001;Actividades de residenciales para estudiantes y trabajadores;3;*;0,000;*;3;*;1;Alojamiento turístico;2103;NO;
2012;Región de Antofagasta;Antofagasta;Sierra Gorda;559009;Otras actividades de alojamiento n.c.p.;3;*;21,167;*;3;*;1;Alojamiento turístico;2103;SI;
2012;Región de Antofagasta;Antofagasta;Sierra Gorda;561000;Actividades de restaurantes y de servicio móvil de comidas;8;*;0,000;*;1;*;2;Actividades de provisión de alimentos y bebidas;2103;SI;
2012;Región de Antofagasta;Antofagasta;Sierra Gorda;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;1;*;0,000;*;0;*;12;Actividades relacionadas con segundos hogares y multipropiedades;2103;SI;
2012;Región de Antofagasta;Antofagasta;Sierra Gorda;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;1;*;0,000;*;0;*;12;Actividades relacionadas con segundos hogares y multipropiedades;2103;NO;
2012;Región de Antofagasta;Antofagasta;Taltal;551001;Actividades de hoteles;7;*;12,333;*;7;*;1;Alojamiento turístico;2104;SI;
2012;Región de Antofagasta;Antofagasta;Taltal;559001;Actividades de residenciales para estudiantes y trabajadores;6;*;0,417;*;4;*;1;Alojamiento turístico;2104;NO;
2012;Región de Antofagasta;Antofagasta;Taltal;559009;Otras actividades de alojamiento n.c.p.;3;*;0,000;*;2;*;1;Alojamiento turístico;2104;SI;
2012;Región de Antofagasta;Antofagasta;Taltal;561000;Actividades de restaurantes y de servicio móvil de comidas;29;31.930,30;18,750;1.628,6380;20;305,323;2;Actividades de provisión de alimentos y bebidas;2104;SI;
2012;Región de Antofagasta;Antofagasta;Taltal;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";15;38.146,36;18,583;2.788,3580;6;99,045;2;Actividades de provisión de alimentos y bebidas;2104;SI;
2012;Región de Antofagasta;Antofagasta;Taltal;492220;Servicios de transporte de trabajadores;5;*;0,000;*;2;*;4;Transporte de pasajeros por carretera;2104;NO;
2012;Región de Antofagasta;Antofagasta;Taltal;492230;Servicios de transporte de pasajeros en taxis libres y radiotaxis;5;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;2104;SI;
2012;Región de Antofagasta;Antofagasta;Taltal;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;9;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;2104;SI;
2012;Región de Antofagasta;Antofagasta;Taltal;771000;Alquiler de vehículos automotores sin chofer;2;*;0,000;*;0;*;7;Alquiler de equipos de transporte;2104;SI;
2012;Región de Antofagasta;Antofagasta;Taltal;900003;Actividades de artistas realizadas de forma independiente: actores, músicos, escritores, entre otros;1;*;0,000;*;0;*;9;Actividades culturales;2104;NO;
2012;Región de Antofagasta;Antofagasta;Taltal;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;1;*;0,000;*;0;*;11;Comercio al por menor de bienes característicos del turismo;2104;SI;
2012;Región de Antofagasta;El Loa;Calama;551001;Actividades de hoteles;54;712.709,89;451,083;83.559,6480;126;11.506,207;1;Alojamiento turístico;2201;SI;
2012;Región de Antofagasta;El Loa;Calama;559001;Actividades de residenciales para estudiantes y trabajadores;82;440.970,04;143,333;17.933,6130;46;3.144,643;1;Alojamiento turístico;2201;NO;
2012;Región de Antofagasta;El Loa;Calama;559009;Otras actividades de alojamiento n.c.p.;47;130.189,08;19,417;2.760,2840;24;1.402,901;1;Alojamiento turístico;2201;SI;
2012;Región de Antofagasta;El Loa;Calama;561000;Actividades de restaurantes y de servicio móvil de comidas;237;769.557,85;534,833;62.790,0730;156;9.394,069;2;Actividades de provisión de alimentos y bebidas;2201;SI;
2012;Región de Antofagasta;El Loa;Calama;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";167;215.033,91;119,083;14.059,5580;88;3.698,174;2;Actividades de provisión de alimentos y bebidas;2201;SI;
2012;Región de Antofagasta;El Loa;Calama;563001;Actividades de discotecas y cabaret (night club), con predominio del servicio de bebidas;5;*;20,333;*;4;*;2;Actividades de provisión de alimentos y bebidas;2201;SI;
2012;Región de Antofagasta;El Loa;Calama;492210;Servicios de transporte de escolares;20;3.908,65;0,000;0,0000;3;65,287;4;Transporte de pasajeros por carretera;2201;NO;
2012;Región de Antofagasta;El Loa;Calama;492220;Servicios de transporte de trabajadores;81;315.066,60;162,333;34.799,0400;26;2.014,568;4;Transporte de pasajeros por carretera;2201;NO;
2012;Región de Antofagasta;El Loa;Calama;492230;Servicios de transporte de pasajeros en taxis libres y radiotaxis;32;14.097,10;2,917;213,6730;6;28,592;4;Transporte de pasajeros por carretera;2201;SI;
2012;Región de Antofagasta;El Loa;Calama;492240;Servicios de transporte a turistas;5;*;0,000;*;1;*;4;Transporte de pasajeros por carretera;2201;SI;
2012;Región de Antofagasta;El Loa;Calama;492250;Transporte de pasajeros en buses interurbanos;30;74.983,12;79,583;14.038,9110;16;2.731,029;4;Transporte de pasajeros por carretera;2201;SI;
2012;Región de Antofagasta;El Loa;Calama;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;298;1.229.206,29;527,500;105.123,8250;100;16.176,214;4;Transporte de pasajeros por carretera;2201;SI;
2012;Región de Antofagasta;El Loa;Calama;771000;Alquiler de vehículos automotores sin chofer;77;71.603,47;22,917;5.865,4880;22;808,435;7;Alquiler de equipos de transporte;2201;SI;
2012;Región de Antofagasta;El Loa;Calama;791100;Actividades de agencias de viajes;10;*;1,917;*;2;*;8;Actividades de agencias de viajes y de otros servicios de reservas;2201;SI;
2012;Región de Antofagasta;El Loa;Calama;900001;Servicios de producción de obras de teatro, conciertos, espectáculos de danza, otras prod. escénicas;5;*;1,000;*;3;*;9;Actividades culturales;2201;SI;
2012;Región de Antofagasta;El Loa;Calama;900002;Actividades artísticas realizadas por bandas de música, compañías de teatro, circenses y similares;1;*;0,000;*;0;*;9;Actividades culturales;2201;SI;
2012;Región de Antofagasta;El Loa;Calama;900003;Actividades de artistas realizadas de forma independiente: actores, músicos, escritores, entre otros;1;*;0,000;*;0;*;9;Actividades culturales;2201;NO;
2012;Región de Antofagasta;El Loa;Calama;920010;Actividades de casinos de juegos;1;*;272,083;*;38;*;10;Actividades deportivas y recreativas;2201;SI;
2012;Región de Antofagasta;El Loa;Calama;931109;Gestión de otras instalaciones deportivas n.c.p.;2;*;13,583;*;1;*;10;Actividades deportivas y recreativas;2201;SI;
2012;Región de Antofagasta;El Loa;Calama;931909;Otras actividades deportivas n.c.p.;1;*;3,000;*;2;*;10;Actividades deportivas y recreativas;2201;SI;
2012;Región de Antofagasta;El Loa;Calama;932100;Actividades de parques de atracciones y parques temáticos;2;*;12,917;*;2;*;10;Actividades deportivas y recreativas;2201;SI;
2012;Región de Antofagasta;El Loa;Calama;932901;"Gestión de salas de pool; gestión (explotación) de juegos electrónicos";3;*;0,000;*;2;*;10;Actividades deportivas y recreativas;2201;SI;
2012;Región de Antofagasta;El Loa;Calama;932909;Otras actividades de esparcimiento y recreativas n.c.p.;5;*;1,500;*;1;*;10;Actividades deportivas y recreativas;2201;SI;
2012;Región de Antofagasta;El Loa;Calama;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;28;11.892,03;11,250;1.455,5910;16;560,219;11;Comercio al por menor de bienes característicos del turismo;2201;SI;
2012;Región de Antofagasta;El Loa;Calama;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;65;216.462,54;90,750;20.450,5720;50;6.860,456;12;Actividades relacionadas con segundos hogares y multipropiedades;2201;SI;
2012;Región de Antofagasta;El Loa;Calama;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;138;323.883,11;116,167;31.148,9530;76;9.271,085;12;Actividades relacionadas con segundos hogares y multipropiedades;2201;NO;
2012;Región de Antofagasta;El Loa;Calama;682000;Actividades inmobiliarias realizadas a cambio de una retribución o por contrata;7;*;0,083;*;1;*;12;Actividades relacionadas con segundos hogares y multipropiedades;2201;SI;
2012;Región de Antofagasta;El Loa;San Pedro de Atacama;551001;Actividades de hoteles;24;95.401,21;85,750;15.681,3930;32;4.930,159;1;Alojamiento turístico;2203;SI;
2012;Región de Antofagasta;El Loa;San Pedro de Atacama;559001;Actividades de residenciales para estudiantes y trabajadores;40;47.868,42;28,917;3.357,6520;21;970,708;1;Alojamiento turístico;2203;NO;
2012;Región de Antofagasta;El Loa;San Pedro de Atacama;559009;Otras actividades de alojamiento n.c.p.;34;34.305,48;19,333;2.343,8390;11;747,024;1;Alojamiento turístico;2203;SI;
2012;Región de Antofagasta;El Loa;San Pedro de Atacama;561000;Actividades de restaurantes y de servicio móvil de comidas;25;78.051,35;74,333;10.942,9760;11;477,642;2;Actividades de provisión de alimentos y bebidas;2203;SI;
2012;Región de Antofagasta;El Loa;San Pedro de Atacama;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";11;7.991,09;0,000;0,0000;3;25,656;2;Actividades de provisión de alimentos y bebidas;2203;SI;
2012;Región de Antofagasta;El Loa;San Pedro de Atacama;492220;Servicios de transporte de trabajadores;3;*;1,000;*;1;*;4;Transporte de pasajeros por carretera;2203;NO;
2012;Región de Antofagasta;El Loa;San Pedro de Atacama;492230;Servicios de transporte de pasajeros en taxis libres y radiotaxis;1;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;2203;SI;
2012;Región de Antofagasta;El Loa;San Pedro de Atacama;492240;Servicios de transporte a turistas;11;17.481,56;3,667;926,4360;6;1.900,911;4;Transporte de pasajeros por carretera;2203;SI;
2012;Región de Antofagasta;El Loa;San Pedro de Atacama;492250;Transporte de pasajeros en buses interurbanos;2;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;2203;SI;
2012;Región de Antofagasta;El Loa;San Pedro de Atacama;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;12;11.227,14;2,333;469,0450;3;459,506;4;Transporte de pasajeros por carretera;2203;SI;
2012;Región de Antofagasta;El Loa;San Pedro de Atacama;771000;Alquiler de vehículos automotores sin chofer;1;*;10,083;*;0;*;7;Alquiler de equipos de transporte;2203;SI;
2012;Región de Antofagasta;El Loa;San Pedro de Atacama;791100;Actividades de agencias de viajes;19;18.437,46;15,583;2.338,4090;11;646,151;8;Actividades de agencias de viajes y de otros servicios de reservas;2203;SI;
2012;Región de Antofagasta;El Loa;San Pedro de Atacama;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;39;101.422,92;86,917;14.420,9990;26;3.212,830;11;Comercio al por menor de bienes característicos del turismo;2203;SI;
2012;Región de Antofagasta;El Loa;San Pedro de Atacama;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;4;*;2,250;*;0;*;12;Actividades relacionadas con segundos hogares y multipropiedades;2203;SI;
2012;Región de Antofagasta;El Loa;San Pedro de Atacama;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;7;*;2,083;*;4;*;12;Actividades relacionadas con segundos hogares y multipropiedades;2203;NO;
2012;Región de Antofagasta;Tocopilla;Tocopilla;551001;Actividades de hoteles;12;57.426,60;54,333;6.885,4730;13;1.088,695;1;Alojamiento turístico;2301;SI;
2012;Región de Antofagasta;Tocopilla;Tocopilla;551002;Actividades de moteles;1;*;0,000;*;0;*;1;Alojamiento turístico;2301;SI;
2012;Región de Antofagasta;Tocopilla;Tocopilla;559001;Actividades de residenciales para estudiantes y trabajadores;9;*;13,917;*;4;*;1;Alojamiento turístico;2301;NO;
2012;Región de Antofagasta;Tocopilla;Tocopilla;559009;Otras actividades de alojamiento n.c.p.;4;*;0,000;*;4;*;1;Alojamiento turístico;2301;SI;
2012;Región de Antofagasta;Tocopilla;Tocopilla;561000;Actividades de restaurantes y de servicio móvil de comidas;81;67.919,78;64,333;6.023,9630;33;942,985;2;Actividades de provisión de alimentos y bebidas;2301;SI;
2012;Región de Antofagasta;Tocopilla;Tocopilla;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";9;*;4,417;*;5;*;2;Actividades de provisión de alimentos y bebidas;2301;SI;
2012;Región de Antofagasta;Tocopilla;Tocopilla;563001;Actividades de discotecas y cabaret (night club), con predominio del servicio de bebidas;3;*;1,833;*;1;*;2;Actividades de provisión de alimentos y bebidas;2301;SI;
2012;Región de Antofagasta;Tocopilla;Tocopilla;492210;Servicios de transporte de escolares;1;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;2301;NO;
2012;Región de Antofagasta;Tocopilla;Tocopilla;492220;Servicios de transporte de trabajadores;2;*;2,000;*;0;*;4;Transporte de pasajeros por carretera;2301;NO;
2012;Región de Antofagasta;Tocopilla;Tocopilla;492230;Servicios de transporte de pasajeros en taxis libres y radiotaxis;2;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;2301;SI;
2012;Región de Antofagasta;Tocopilla;Tocopilla;492240;Servicios de transporte a turistas;1;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;2301;SI;
2012;Región de Antofagasta;Tocopilla;Tocopilla;492250;Transporte de pasajeros en buses interurbanos;4;*;0,083;*;1;*;4;Transporte de pasajeros por carretera;2301;SI;
2012;Región de Antofagasta;Tocopilla;Tocopilla;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;54;27.808,21;40,250;6.928,2110;6;273,196;4;Transporte de pasajeros por carretera;2301;SI;
2012;Región de Antofagasta;Tocopilla;Tocopilla;501100;Transporte de pasajeros marítimo y de cabotaje;1;*;12,500;*;1;*;5;Transporte de pasajeros por agua;2301;SI;
2012;Región de Antofagasta;Tocopilla;Tocopilla;771000;Alquiler de vehículos automotores sin chofer;1;*;0,000;*;1;*;7;Alquiler de equipos de transporte;2301;SI;
2012;Región de Antofagasta;Tocopilla;Tocopilla;791100;Actividades de agencias de viajes;1;*;4,500;*;5;*;8;Actividades de agencias de viajes y de otros servicios de reservas;2301;SI;
2012;Región de Antofagasta;Tocopilla;Tocopilla;920090;Otras actividades de juegos de azar y apuestas n.c.p.;1;*;5,667;*;1;*;10;Actividades deportivas y recreativas;2301;SI;
2012;Región de Antofagasta;Tocopilla;Tocopilla;932909;Otras actividades de esparcimiento y recreativas n.c.p.;1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;2301;SI;
2012;Región de Antofagasta;Tocopilla;Tocopilla;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;3;*;0,000;*;1;*;11;Comercio al por menor de bienes característicos del turismo;2301;SI;
2012;Región de Antofagasta;Tocopilla;Tocopilla;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;12;8.946,69;0,750;60,1810;3;144,652;12;Actividades relacionadas con segundos hogares y multipropiedades;2301;SI;
2012;Región de Antofagasta;Tocopilla;Tocopilla;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;3;*;0,000;*;0;*;12;Actividades relacionadas con segundos hogares y multipropiedades;2301;NO;
2012;Región de Antofagasta;Tocopilla;María Elena;551001;Actividades de hoteles;1;*;0,000;*;0;*;1;Alojamiento turístico;2302;SI;
2012;Región de Antofagasta;Tocopilla;María Elena;559001;Actividades de residenciales para estudiantes y trabajadores;2;*;21,167;*;0;*;1;Alojamiento turístico;2302;NO;
2012;Región de Antofagasta;Tocopilla;María Elena;561000;Actividades de restaurantes y de servicio móvil de comidas;21;21.479,48;8,500;811,9900;9;630,683;2;Actividades de provisión de alimentos y bebidas;2302;SI;
2012;Región de Antofagasta;Tocopilla;María Elena;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";2;*;6,750;*;2;*;2;Actividades de provisión de alimentos y bebidas;2302;SI;
2012;Región de Antofagasta;Tocopilla;María Elena;492230;Servicios de transporte de pasajeros en taxis libres y radiotaxis;1;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;2302;SI;
2012;Región de Antofagasta;Tocopilla;María Elena;492250;Transporte de pasajeros en buses interurbanos;1;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;2302;SI;
2012;Región de Antofagasta;Tocopilla;María Elena;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;8;*;2,167;*;0;*;4;Transporte de pasajeros por carretera;2302;SI;
2012;Región de Antofagasta;Tocopilla;María Elena;771000;Alquiler de vehículos automotores sin chofer;2;*;0,000;*;1;*;7;Alquiler de equipos de transporte;2302;SI;
2012;Región de Antofagasta;Tocopilla;María Elena;900001;Servicios de producción de obras de teatro, conciertos, espectáculos de danza, otras prod. escénicas;1;*;0,000;*;0;*;9;Actividades culturales;2302;SI;
2012;Región de Antofagasta;Tocopilla;María Elena;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;1;*;0,000;*;0;*;11;Comercio al por menor de bienes característicos del turismo;2302;SI;
